user_role,department,country,city,device_type,device_fingerprint,browser,os,auth_method,resource_accessed,login_hour,session_duration,failed_login_attempts,command_count,device,operating_system,resource
2,1,0,2,1,416,2,0,3,2,19,7,7,9,3,3,5
1,0,2,11,0,299,3,2,2,0,20,77,0,16,3,3,5
3,2,4,10,2,175,3,1,3,1,23,61,0,8,3,3,5
1,0,4,0,0,414,3,2,3,3,21,56,0,22,3,3,5
1,0,0,2,1,158,1,0,3,2,20,73,0,26,3,3,5
3,2,3,5,0,31,1,0,2,4,21,36,0,20,3,3,5
0,3,1,9,0,286,1,1,3,2,20,29,0,23,3,3,5
3,2,3,5,0,361,3,1,3,4,22,62,0,6,3,3,5
3,2,4,10,1,4,1,0,2,2,23,90,0,18,3,3,5
0,3,4,0,0,327,2,0,2,6,18,58,0,17,3,3,5
3,2,1,1,2,394,1,2,2,4,23,45,0,31,3,3,5
3,2,4,10,1,443,1,0,2,2,23,41,0,38,3,3,5
3,2,2,11,0,344,2,0,0,1,21,85,0,34,3,3,5
1,0,3,5,1,421,2,1,2,6,21,30,0,32,3,3,5
2,1,4,8,1,204,2,0,3,1,21,31,0,14,3,3,5
3,2,2,11,1,151,3,1,3,4,21,82,0,10,3,3,5
2,1,1,6,2,11,3,0,2,2,20,53,0,6,3,3,5
1,0,3,5,0,32,2,0,3,2,23,22,0,36,3,3,5
1,0,0,7,0,307,1,1,0,5,21,49,0,26,3,3,5
4,4,2,11,0,302,1,0,0,6,21,23,0,19,3,3,5
4,4,0,7,0,262,3,2,3,0,20,70,0,10,3,3,5
4,4,4,0,2,9,1,1,0,2,20,76,0,26,3,3,5
1,0,1,6,2,408,2,2,0,0,22,28,0,38,3,3,5
1,0,1,9,1,53,3,0,2,3,22,51,0,11,3,3,5
2,1,2,11,0,335,2,0,0,2,19,90,0,34,3,3,5
0,3,2,11,2,353,2,2,0,2,20,39,0,12,3,3,5
2,1,4,8,2,415,1,0,0,1,18,78,2,24,3,3,5
3,2,1,3,1,303,3,2,3,2,21,23,0,15,3,3,5
1,0,1,1,1,419,3,0,2,3,21,68,0,16,3,3,5
4,4,4,10,2,147,1,0,3,2,22,51,0,34,3,3,5
0,3,2,11,2,45,1,1,2,2,18,73,0,22,3,3,5
0,3,2,11,0,21,3,2,0,6,20,86,0,22,3,3,5
2,1,1,1,1,373,3,0,2,2,19,57,0,33,3,3,5
4,4,0,2,1,212,2,2,0,0,21,5,3,9,3,3,5
1,0,4,10,0,202,1,0,2,0,23,89,0,15,3,3,5
2,1,0,7,0,464,3,2,2,1,19,32,0,28,3,3,5
2,1,1,3,2,455,1,2,3,2,20,83,0,15,3,3,5
0,3,0,7,0,93,1,1,3,6,19,25,0,40,3,3,5
0,3,2,11,1,329,1,1,0,2,20,48,0,28,3,3,5
1,0,3,4,1,417,1,1,2,5,21,79,0,38,3,3,5
0,3,2,11,2,371,3,1,2,6,1,18,3,26,3,3,5
2,1,3,4,0,257,3,1,0,2,20,64,1,23,3,3,5
3,2,2,11,0,200,1,2,0,1,20,72,0,24,3,3,5
0,3,3,4,0,189,2,0,0,0,19,41,0,19,3,3,5
1,0,0,2,2,25,1,0,3,3,19,29,0,28,3,3,5
3,2,2,11,0,200,1,2,0,2,20,53,0,25,3,3,5
0,3,0,2,2,371,2,1,0,6,21,24,0,37,3,3,5
3,2,4,0,2,141,3,0,3,2,20,40,0,8,3,3,5
0,3,2,11,0,112,1,0,0,0,18,86,0,38,3,3,5
1,0,2,11,1,165,3,0,2,3,20,77,0,15,3,3,5
0,3,4,0,1,483,3,2,2,6,21,22,0,31,3,3,5
0,3,3,4,1,213,1,2,0,6,19,6,5,23,3,3,5
2,1,1,3,1,247,3,2,2,0,20,83,0,19,3,3,5
2,1,0,2,0,336,2,1,0,0,21,23,2,32,3,3,5
2,1,4,0,0,68,3,0,3,0,19,27,0,23,3,3,5
3,2,0,2,1,355,2,1,2,2,21,78,0,6,3,3,5
1,0,0,2,0,469,2,0,3,0,21,26,0,23,3,3,5
3,2,0,7,2,404,3,1,0,2,22,64,0,9,3,3,5
0,3,3,4,2,90,2,2,3,0,21,82,0,14,3,3,5
4,4,4,0,2,9,1,1,0,2,21,20,0,34,3,3,5
1,0,1,9,2,270,3,1,0,6,21,57,0,11,3,3,5
3,2,1,1,2,27,2,0,0,2,21,119,0,195,3,3,3
1,0,3,5,1,489,1,2,2,0,21,56,0,29,3,3,5
0,3,4,0,2,310,1,2,2,6,20,86,0,34,3,3,5
1,0,4,10,2,63,2,0,0,2,21,66,0,37,3,3,5
4,4,0,2,1,108,1,2,3,6,22,72,0,33,3,3,5
4,4,0,7,2,429,1,2,3,3,22,70,0,32,3,3,5
0,3,2,11,1,3,1,2,0,0,20,42,0,22,3,3,5
1,0,3,4,0,393,3,2,2,6,21,6,7,8,3,3,5
4,4,3,5,2,126,3,0,3,6,21,99,0,105,3,3,3
0,3,0,7,2,184,1,0,3,6,21,70,0,19,3,3,5
2,1,2,11,0,349,1,0,3,2,21,63,1,15,3,3,5
1,0,0,2,2,342,1,2,3,0,19,44,0,22,3,3,5
2,1,3,4,1,145,2,1,0,1,18,46,0,30,3,3,5
4,4,2,11,2,476,1,1,3,3,23,59,1,33,3,3,5
1,0,3,5,1,88,2,1,0,6,20,167,0,160,3,3,3
1,0,2,11,0,169,2,0,0,5,20,87,0,26,3,3,5
2,1,0,7,0,464,3,2,2,1,20,38,0,40,3,3,5
3,2,2,11,1,365,1,1,3,2,22,51,0,29,3,3,5
4,4,0,2,0,362,2,2,2,2,21,47,0,38,3,3,5
4,4,1,3,2,292,3,2,2,0,22,22,0,13,3,3,5
2,1,0,7,0,240,1,0,3,2,20,84,0,6,3,3,5
2,1,4,0,1,78,3,1,2,1,20,69,0,34,3,3,5
2,1,3,5,2,461,3,0,2,1,20,68,0,24,3,3,5
4,4,4,10,0,436,3,2,0,0,21,263,0,360,3,3,2
0,3,0,7,2,164,2,0,3,0,21,68,0,27,3,3,5
1,0,2,11,0,210,2,1,3,0,21,70,0,30,3,3,5
1,0,3,5,2,221,3,2,2,0,19,35,0,34,3,3,5
2,1,1,3,2,455,1,2,3,2,19,67,0,22,3,3,5
2,1,3,4,1,56,2,2,0,2,21,48,0,6,3,3,5
0,3,4,8,0,33,1,1,3,2,21,80,0,24,3,3,5
2,1,2,11,0,191,1,2,3,1,22,76,0,13,3,3,5
1,0,3,4,1,30,3,2,2,3,20,7,5,36,3,3,5
2,1,3,4,1,19,2,0,2,1,18,31,0,36,3,3,5
0,3,3,5,1,369,3,1,0,2,20,86,0,34,3,3,5
4,4,2,11,2,41,3,0,3,3,18,74,0,33,3,3,5
4,4,4,0,2,9,1,1,0,2,20,9,7,17,3,3,5
1,0,3,4,1,274,1,0,0,6,19,81,0,29,3,3,5
4,4,4,8,0,467,3,2,0,0,23,61,0,28,3,3,5
3,2,4,10,2,382,3,0,2,4,21,72,0,25,3,3,5
2,1,0,7,1,120,2,2,0,0,22,36,0,31,3,3,5
3,2,0,7,2,22,3,0,0,1,21,80,0,14,3,3,5
2,1,4,0,0,68,3,0,3,1,22,34,0,29,3,3,5
4,4,3,5,1,136,3,0,2,2,22,76,0,34,3,3,5
4,4,2,11,2,250,1,1,2,2,22,88,0,5,3,3,5
1,0,3,4,1,456,2,1,2,6,21,57,0,16,3,3,5
1,0,3,5,2,248,2,2,3,2,21,71,0,15,3,3,5
0,3,0,7,0,403,1,2,0,6,20,85,0,22,3,3,5
1,0,1,9,1,444,2,1,3,3,22,33,0,36,3,3,5
4,4,4,0,0,322,3,2,0,2,22,54,1,21,3,3,5
3,2,4,0,2,364,3,0,3,2,20,20,0,30,3,3,5
3,2,4,10,1,443,1,0,2,2,22,69,0,34,3,3,5
4,4,1,6,2,2,3,2,3,2,21,74,0,11,3,3,5
4,4,4,10,2,308,3,2,0,3,22,29,0,27,3,3,5
2,1,1,3,2,455,1,2,3,2,21,34,2,31,3,3,5
4,4,2,11,1,95,1,0,2,3,20,39,0,35,3,3,5
1,0,3,5,1,1085,2,1,0,6,21,57,0,17,2,2,5
1,0,3,4,1,274,1,0,0,5,21,64,0,17,3,3,5
4,4,3,4,0,451,2,0,2,2,19,62,0,39,3,3,5
0,3,2,11,2,177,3,0,0,0,21,69,0,6,3,3,5
0,3,0,7,1,51,1,1,3,6,20,40,0,23,3,3,5
4,4,3,4,1,290,2,0,2,3,19,73,0,21,3,3,5
0,3,0,2,2,371,2,1,0,6,19,69,0,12,3,3,5
0,3,1,6,2,224,2,0,0,2,18,71,0,40,3,3,5
3,2,0,2,0,116,2,1,2,2,22,68,0,36,3,3,5
4,4,2,11,0,366,3,0,0,3,22,76,0,26,3,3,5
1,0,2,11,2,326,3,1,2,0,20,26,0,29,3,3,5
3,2,0,2,2,235,3,1,3,1,21,22,0,8,3,3,5
3,2,1,1,0,389,3,0,3,1,23,50,0,14,3,3,5
2,1,2,11,0,229,1,1,2,2,20,35,0,10,3,3,5
4,4,2,11,1,271,3,0,0,0,21,77,0,37,3,3,5
1,0,1,6,1,318,2,0,3,6,21,74,0,26,3,3,5
1,0,1,9,0,245,3,2,3,3,21,62,0,21,3,3,5
1,0,2,11,1,402,1,2,2,6,21,80,0,39,3,3,5
2,1,2,11,1,149,2,0,2,1,20,70,0,25,3,3,5
1,0,1,6,1,432,0,2,1,6,0,6,1,16,3,3,5
1,0,0,7,0,396,3,1,0,2,21,67,0,40,3,3,5
4,4,4,8,0,467,3,2,0,0,22,53,0,13,3,3,5
1,0,2,11,2,437,1,1,3,6,21,20,0,13,3,3,5
2,1,0,2,1,268,3,2,2,2,21,72,0,37,3,3,5
1,0,0,7,0,301,3,2,2,3,21,53,0,24,3,3,5
4,4,2,11,1,1245,1,0,2,3,20,64,0,14,0,1,5
0,3,1,9,0,286,1,1,3,2,22,58,0,40,3,3,5
2,1,3,5,0,328,1,1,2,1,21,61,0,22,3,3,5
4,4,1,6,1,468,1,1,2,2,22,61,0,18,3,3,5
3,2,1,1,0,389,3,0,3,1,21,90,0,28,3,3,5
1,0,1,6,2,491,2,1,0,2,19,84,0,32,3,3,5
4,4,2,11,0,60,2,0,3,0,23,73,0,5,3,3,5
1,0,4,0,2,384,3,2,3,6,23,65,0,29,3,3,5
4,4,0,2,0,194,2,1,2,3,20,58,0,10,3,3,5
2,1,1,6,2,11,3,0,2,1,21,35,2,28,3,3,5
4,4,2,11,1,271,3,0,0,6,20,88,0,11,3,3,5
0,3,2,11,2,277,1,2,0,0,22,82,0,9,3,3,5
3,2,1,1,0,360,2,1,0,4,21,47,0,5,3,3,5
2,1,4,8,0,463,2,0,0,1,20,37,0,17,3,3,5
0,3,0,7,2,164,1,0,3,0,19,22,0,39,3,3,5
2,1,4,10,1,398,3,2,3,1,21,59,0,36,3,3,5
3,2,2,11,0,304,2,0,3,1,23,58,2,32,3,3,5
1,0,4,0,2,150,3,1,2,6,21,71,0,28,3,3,5
4,4,0,7,2,92,3,0,0,3,20,75,0,14,3,3,5
3,2,1,9,0,98,1,1,0,2,22,41,0,24,3,3,5
4,4,3,4,2,100,2,0,0,3,21,63,0,19,3,3,5
1,0,3,4,1,472,3,1,2,0,22,39,0,8,3,3,5
2,1,1,1,0,48,0,1,2,1,3,5,1,36,3,3,5
1,0,4,10,0,202,1,0,2,0,22,78,0,19,3,3,5
2,1,1,6,2,40,2,1,0,2,21,73,0,29,3,3,5
1,0,4,0,2,384,3,2,3,6,23,35,0,11,3,3,5
4,4,0,7,1,262,3,2,3,2,22,70,0,12,3,3,5
0,3,4,0,0,483,3,2,2,2,20,43,0,18,3,3,5
2,1,1,6,2,62,2,1,2,1,21,78,0,40,3,3,5
4,4,4,10,0,436,3,2,0,0,21,36,0,28,3,3,5
0,3,3,5,1,423,1,0,0,6,20,24,0,38,3,3,5
1,0,1,1,1,14,1,1,3,0,21,76,0,16,3,3,5
0,3,2,11,2,454,3,0,3,6,21,54,0,23,3,3,5
0,3,0,7,0,403,1,2,0,6,20,50,0,17,3,3,5
2,1,4,10,1,241,2,0,2,1,21,90,0,38,3,3,5
0,3,4,10,0,339,3,1,0,2,21,41,1,32,3,3,5
3,2,2,11,2,236,1,1,2,4,23,34,0,11,3,3,5
4,4,3,5,2,183,2,1,0,6,20,29,0,21,3,3,5
3,2,4,10,2,382,3,0,2,4,22,35,0,30,3,3,5
2,1,0,2,0,52,2,2,3,0,22,74,0,37,3,3,5
1,0,2,11,2,105,1,0,2,3,19,30,0,18,3,3,5
0,3,0,7,0,411,3,1,2,6,20,66,0,9,3,3,5
4,4,4,10,1,388,1,2,2,6,22,46,0,11,3,3,5
4,4,1,9,1,190,2,1,3,2,21,65,0,40,3,3,5
1,0,0,2,2,385,3,2,2,3,21,32,0,28,3,3,5
1,0,1,6,1,315,1,2,3,6,22,73,0,15,3,3,5
3,2,2,11,2,424,3,1,0,1,21,51,0,29,3,3,5
3,2,1,1,0,389,3,0,3,1,23,70,0,17,3,3,5
2,1,4,10,0,306,2,1,3,1,21,28,0,32,3,3,5
0,3,0,2,2,435,3,2,3,0,19,26,0,19,3,3,5
2,1,4,10,1,203,2,1,2,0,21,64,0,15,3,3,5
1,0,0,2,0,148,2,1,0,6,22,65,0,31,3,3,5
0,3,1,6,0,379,1,2,2,6,19,82,0,8,3,3,5
1,0,3,5,1,88,2,1,0,6,22,49,0,14,3,3,5
4,4,4,10,2,267,2,0,3,0,20,206,0,206,3,3,2
2,1,3,5,0,328,1,1,2,1,22,23,0,5,3,3,5
1,0,1,3,1,420,1,2,0,6,20,29,0,25,3,3,5
1,0,2,11,2,384,4,2,2,6,2,11,1,35,3,3,5
2,1,0,7,0,464,3,2,2,2,21,85,0,27,3,3,5
2,1,2,11,1,229,1,1,2,0,19,74,0,40,3,3,5
0,3,2,11,0,104,4,2,2,6,0,18,1,13,3,3,5
4,4,4,10,1,388,1,2,2,2,20,47,0,6,3,3,5
2,1,4,10,2,401,1,0,2,2,21,27,0,7,3,3,5
1,0,2,11,1,326,3,1,2,6,19,83,0,20,3,3,5
1,0,1,3,0,285,3,1,3,6,20,42,0,6,3,3,5
2,1,3,4,0,275,3,0,0,0,19,72,0,20,3,3,5
4,4,3,4,1,222,1,1,3,3,21,45,0,21,3,3,5
2,1,2,11,2,83,1,0,3,0,21,70,0,31,3,3,5
2,1,1,6,1,102,1,2,2,1,20,59,0,31,3,3,5
3,2,1,1,0,389,3,0,3,1,21,79,0,38,3,3,5
1,0,0,2,0,148,2,1,0,3,22,84,0,36,3,3,5
2,1,3,4,0,316,3,0,3,0,21,77,2,32,3,3,5
1,0,4,10,1,154,1,2,0,2,21,77,0,15,3,3,5
2,1,0,2,1,181,1,1,0,1,20,32,0,17,3,3,5
4,4,2,11,0,186,3,2,3,6,20,35,0,29,3,3,5
3,2,0,2,2,368,2,0,2,4,21,64,0,26,3,3,5
2,1,3,4,2,192,3,1,0,2,20,73,0,20,3,3,5
3,2,0,7,2,22,3,0,0,1,22,66,0,17,3,3,5
2,1,4,10,1,263,2,2,2,0,20,88,0,26,3,3,5
1,0,3,4,0,393,3,2,2,6,22,56,0,40,3,3,5
0,3,2,11,0,21,3,2,0,6,19,48,0,15,3,3,5
3,2,3,4,0,466,3,0,3,2,20,85,0,33,3,3,5
4,4,3,5,1,136,3,0,2,0,23,75,0,33,3,3,5
1,0,4,0,1,146,2,0,0,2,21,38,2,21,3,3,5
3,2,3,4,1,269,2,0,2,1,23,46,0,7,3,3,5
2,1,0,2,2,228,3,0,0,1,19,59,0,18,3,3,5
1,0,4,0,0,414,3,2,3,3,20,47,0,34,3,3,5
1,0,1,1,0,227,4,2,2,3,1,15,1,32,3,3,5
4,4,1,3,2,292,3,2,2,0,22,51,0,11,3,3,5
0,3,3,5,2,217,2,1,3,0,19,67,0,25,3,3,5
4,4,1,9,2,46,3,1,0,0,20,27,0,29,3,3,5
1,0,4,10,2,63,1,0,0,2,20,53,0,36,3,3,5
4,4,0,7,2,6,1,2,2,6,22,61,0,21,3,3,5
0,3,4,0,0,483,3,2,2,2,19,62,0,31,3,3,5
3,2,1,1,1,153,1,0,2,1,22,60,0,36,3,3,5
2,1,2,11,2,13,2,0,2,1,20,295,0,207,3,3,0
4,4,2,11,0,60,2,0,3,0,23,23,2,25,3,3,5
4,4,1,1,0,246,1,0,3,3,20,87,0,7,3,3,5
4,4,4,8,0,131,3,0,0,3,23,259,0,243,3,3,0
0,3,2,11,2,45,1,1,2,2,18,68,0,16,3,3,5
1,0,1,1,0,441,2,2,0,5,21,26,0,28,3,3,5
1,0,3,5,2,132,3,1,2,0,22,34,0,16,3,3,5
2,1,4,0,0,68,3,0,3,1,20,68,0,6,3,3,5
1,0,0,2,2,385,3,2,2,0,20,37,0,6,3,3,5
4,4,4,8,0,131,3,0,0,3,23,72,0,35,3,3,5
0,3,4,8,1,446,2,1,2,0,20,30,0,23,3,3,5
3,2,4,8,1,289,2,0,3,4,21,56,0,18,3,3,5
0,3,3,5,1,423,1,0,0,6,20,33,0,34,3,3,5
0,3,1,9,1,69,2,0,0,2,20,44,0,19,3,3,5
1,0,1,9,1,91,2,2,2,6,23,57,0,27,3,3,5
2,1,1,6,2,62,2,1,2,1,20,78,0,18,3,3,5
1,0,3,5,1,44,1,0,2,6,21,66,0,25,3,3,5
2,1,1,6,0,167,3,0,0,0,20,46,0,29,3,3,5
2,1,1,6,2,62,2,1,2,1,21,43,0,5,3,3,5
2,1,1,6,2,62,2,1,2,1,20,57,0,21,3,3,5
4,4,4,8,0,119,2,0,3,3,19,37,1,34,3,3,5
3,2,2,11,1,29,2,1,0,2,20,35,0,33,3,3,5
3,2,3,5,2,252,2,2,3,1,21,32,0,24,3,3,5
3,2,2,11,0,200,1,2,0,2,22,71,0,24,3,3,5
0,3,2,11,2,67,2,1,3,0,21,46,0,33,3,3,5
3,2,0,2,0,340,3,1,3,2,22,73,0,10,3,3,5
3,2,1,1,0,466,4,0,1,1,0,7,1,21,3,3,5
1,0,1,6,1,492,3,0,0,0,19,73,0,24,3,3,5
2,1,0,2,0,52,2,2,3,1,20,85,0,19,3,3,5
2,1,0,2,0,380,1,2,3,1,21,42,0,18,3,3,5
4,4,2,11,0,366,3,0,0,2,23,51,0,27,3,3,5
2,1,3,4,1,264,3,0,3,2,20,72,0,7,3,3,5
4,4,0,7,2,92,3,0,0,3,22,22,0,23,3,3,5
3,2,4,10,2,175,3,1,3,1,21,62,0,6,3,3,5
2,1,4,0,2,294,2,2,3,2,22,90,0,24,3,3,5
2,1,2,11,0,335,2,0,0,2,19,46,0,7,3,3,5
4,4,1,1,1,399,1,1,0,3,22,88,0,29,3,3,5
1,0,2,11,2,105,1,0,2,3,20,81,0,21,3,3,5
1,0,0,2,2,178,2,2,0,3,22,55,0,14,3,3,5
2,1,0,2,2,228,3,0,0,1,20,33,0,34,3,3,5
2,1,3,4,2,198,1,0,0,1,22,69,0,38,3,3,5
2,1,2,11,1,260,1,0,3,0,21,45,2,19,3,3,5
2,1,3,5,1,251,3,2,2,0,22,40,0,25,3,3,5
2,1,2,11,0,335,2,0,0,2,20,56,0,12,3,3,5
1,0,1,3,2,244,2,1,2,2,21,74,0,26,3,3,5
1,0,2,11,1,255,3,2,3,2,20,31,0,39,3,3,5
1,0,2,11,2,105,1,0,2,3,21,78,0,8,3,3,5
1,0,1,1,1,14,3,1,3,0,22,68,0,17,3,3,5
4,4,3,4,0,451,2,0,2,2,20,37,0,34,3,3,5
3,2,2,11,2,490,2,0,0,2,22,53,0,40,3,3,5
2,1,2,11,2,196,2,1,2,1,21,54,0,15,3,3,5
2,1,2,11,1,260,1,0,3,0,19,64,0,14,3,3,5
1,0,0,7,2,445,1,0,3,5,23,33,2,22,3,3,5
1,0,3,5,2,376,3,1,0,3,23,69,0,36,3,3,5
1,0,3,4,2,472,3,1,2,5,23,41,0,36,3,3,5
3,2,2,11,2,110,2,1,0,2,22,31,0,16,3,3,5
0,3,1,1,2,97,2,0,0,0,19,28,0,8,3,3,5
2,1,1,9,1,211,2,1,3,2,18,55,0,18,3,3,5
2,1,1,3,0,135,1,2,3,2,21,33,0,20,3,3,5
1,0,0,7,0,307,1,1,0,5,21,41,0,29,3,3,5
1,0,3,5,2,489,1,2,2,0,19,63,0,13,3,3,5
3,2,3,5,2,361,3,1,3,4,20,62,0,17,3,3,5
1,0,4,0,0,258,3,0,3,0,23,37,0,6,3,3,5
1,0,0,7,1,87,2,2,3,3,22,58,0,35,3,3,5
3,2,3,5,2,418,3,2,2,1,22,67,0,13,3,3,5
0,3,0,7,0,54,3,2,2,0,20,52,0,14,3,3,5
2,1,1,6,2,102,1,2,2,1,19,49,0,8,3,3,5
1,0,1,1,0,441,2,2,0,5,21,87,0,17,3,3,5
0,3,0,7,2,74,1,0,2,2,20,75,0,7,3,3,5
3,2,3,4,1,233,3,1,0,4,22,80,0,32,3,3,5
1,0,3,5,1,421,2,1,2,6,22,67,0,15,3,3,5
0,3,4,0,0,327,3,0,2,6,17,79,0,5,3,3,5
4,4,4,0,2,9,1,1,0,2,20,51,0,38,3,3,5
3,2,1,1,2,27,2,0,0,1,23,37,0,29,3,3,5
3,2,2,11,1,365,1,1,3,2,22,21,0,7,3,3,5
1,0,4,8,1,23,2,1,3,2,21,31,0,12,3,3,5
2,1,2,11,2,230,3,1,3,1,20,69,0,38,3,3,5
3,2,0,2,1,355,2,1,2,2,20,46,0,17,3,3,5
0,3,1,6,2,282,3,0,2,2,19,59,0,17,3,3,5
3,2,4,0,2,499,3,1,0,2,20,60,0,27,3,3,5
3,2,4,8,0,278,1,0,3,1,23,88,0,21,3,3,5
1,0,3,4,1,39,3,1,3,6,21,85,0,28,3,3,5
4,4,3,4,2,100,2,0,0,3,23,63,0,10,3,3,5
1,0,0,7,2,301,3,2,2,3,20,9,3,17,3,3,5
2,1,0,7,1,120,2,2,0,0,22,32,0,33,3,3,5
1,0,0,2,2,25,1,0,3,2,21,69,0,17,3,3,5
0,3,2,11,2,177,3,0,0,0,19,23,0,28,3,3,5
4,4,4,8,1,24,3,2,2,0,19,37,0,31,3,3,5
0,3,3,4,0,12,1,1,3,6,21,31,0,12,3,3,5
2,1,1,6,2,348,1,2,2,2,20,84,0,29,3,3,5
4,4,4,0,2,26,3,0,2,2,21,69,0,16,3,3,5
4,4,2,11,1,18,2,1,3,6,22,76,0,33,3,3,5
3,2,3,5,0,239,2,1,0,4,22,61,0,36,3,3,5
1,0,1,1,0,28,3,0,2,5,19,46,0,12,3,3,5
2,1,0,2,1,111,2,0,3,1,21,45,0,33,3,3,5
1,0,0,7,0,129,2,1,2,2,21,36,0,29,3,3,5
1,0,3,5,1,88,2,1,0,6,21,21,0,9,3,3,5
0,3,0,7,0,93,1,1,3,6,19,63,0,7,3,3,5
3,2,1,3,1,303,3,2,3,4,21,61,0,17,3,3,5
0,3,4,0,2,310,1,2,2,6,21,85,2,39,3,3,5
1,0,4,0,1,321,3,0,2,2,19,69,0,30,3,3,5
0,3,1,9,2,606,1,2,2,2,18,32,0,33,1,0,5
1,0,3,5,1,489,1,2,2,0,21,32,0,15,3,3,5
0,3,3,4,0,189,2,0,0,0,19,48,0,6,3,3,5
0,3,3,4,0,189,2,0,0,0,19,85,0,14,3,3,5
2,1,1,6,0,96,1,1,3,0,20,88,0,8,3,3,5
1,0,2,11,2,281,3,1,2,6,21,51,0,16,3,3,5
2,1,4,0,0,209,1,2,3,2,20,52,0,8,3,3,5
0,3,2,11,2,45,1,1,2,2,18,81,0,20,3,3,5
2,1,4,0,1,152,2,1,2,1,21,21,0,14,3,3,5
4,4,1,9,2,46,3,1,0,0,19,63,1,18,3,3,5
3,2,0,2,2,81,1,0,3,1,21,29,0,15,3,3,5
2,1,4,0,1,78,3,1,2,1,19,90,0,33,3,3,5
4,4,0,7,2,92,3,0,0,3,22,47,0,25,3,3,5
1,0,1,3,1,128,3,0,2,3,20,51,0,31,3,3,5
0,3,2,11,0,21,3,2,0,6,19,72,0,34,3,3,5
0,3,4,0,0,483,1,2,2,2,21,72,0,40,3,3,5
2,1,3,4,2,192,3,1,0,2,21,69,0,24,3,3,5
0,3,2,11,1,493,1,1,0,0,18,22,0,23,3,3,5
4,4,4,0,0,322,3,2,0,2,23,44,0,38,3,3,5
2,1,2,11,2,143,2,1,3,1,22,35,0,38,3,3,5
0,3,3,5,0,475,2,1,0,0,20,21,2,9,3,3,5
1,0,4,0,2,127,2,1,3,3,22,63,0,9,3,3,5
2,1,0,7,0,346,1,2,0,0,20,58,0,29,3,3,5
2,1,2,11,1,314,3,2,3,0,20,48,0,40,3,3,5
0,3,0,7,2,164,1,0,3,0,19,74,0,40,3,3,5
0,3,4,10,1,122,2,2,0,2,19,24,0,31,3,3,5
3,2,4,8,0,70,3,1,3,4,21,23,0,28,3,3,5
0,3,0,2,0,284,2,1,3,6,22,39,0,19,3,3,5
4,4,4,8,0,119,2,0,3,3,19,68,0,38,3,3,5
0,3,4,10,1,85,3,2,3,2,21,88,0,31,3,3,5
1,0,3,5,0,32,2,0,3,2,21,60,0,34,3,3,5
0,3,1,6,2,224,2,0,0,2,20,38,0,5,3,3,5
1,0,2,11,1,496,2,2,3,3,20,37,0,40,3,3,5
1,0,2,11,1,84,2,0,2,0,21,24,0,38,3,3,5
0,3,1,3,1,124,3,1,0,2,20,90,2,11,3,3,5
0,3,0,2,2,101,3,1,2,6,19,54,0,37,3,3,5
4,4,4,8,0,58,3,0,3,0,22,103,0,190,3,3,3
2,1,0,7,0,372,3,2,2,0,21,65,0,19,3,3,5
1,0,3,5,0,347,1,0,2,3,20,34,0,35,3,3,5
1,0,2,11,1,79,1,0,3,0,21,35,0,14,3,3,5
1,0,1,1,1,419,3,0,2,2,20,69,0,28,3,3,5
0,3,3,5,1,103,1,1,0,2,20,71,0,13,3,3,5
4,4,4,8,0,131,3,0,0,3,21,82,0,9,3,3,5
2,1,4,0,2,193,3,2,3,1,20,85,0,30,3,3,5
1,0,2,11,2,127,4,1,2,3,3,11,3,38,3,3,5
2,1,4,0,1,152,2,1,2,2,22,64,0,5,3,3,5
3,2,3,4,1,269,2,0,2,2,23,49,0,39,3,3,5
2,1,4,8,1,204,2,0,3,1,22,65,0,13,3,3,5
0,3,0,7,1,333,2,0,2,2,20,55,0,39,3,3,5
2,1,0,2,2,228,3,0,0,1,18,28,0,26,3,3,5
0,3,3,5,2,217,2,1,3,0,19,40,0,5,3,3,5
3,2,1,9,1,323,3,0,2,4,22,25,0,14,3,3,5
3,2,1,9,1,323,1,0,2,4,22,58,0,34,3,3,5
4,4,2,11,0,359,2,0,0,3,21,83,0,34,3,3,5
4,4,0,7,2,59,1,0,0,0,20,45,0,10,3,3,5
1,0,3,5,1,421,2,1,2,6,21,24,0,34,3,3,5
2,1,0,7,0,332,1,1,2,0,20,33,0,23,3,3,5
2,1,3,4,1,510,3,0,3,2,20,54,0,23,0,0,5
3,2,1,1,0,389,3,0,3,1,23,66,0,33,3,3,5
2,1,2,11,2,143,2,1,3,1,22,89,0,39,3,3,5
0,3,4,0,1,486,3,0,3,0,19,24,0,10,3,3,5
2,1,2,11,1,395,2,1,3,0,20,48,0,40,3,3,5
2,1,2,11,2,89,1,2,2,2,20,41,0,36,3,3,5
0,3,3,5,1,64,1,2,3,2,19,28,0,5,3,3,5
0,3,4,10,1,123,1,2,3,2,18,58,0,25,3,3,5
1,0,2,11,2,281,3,1,2,6,21,68,0,26,3,3,5
2,1,1,1,1,317,2,0,0,2,20,68,0,32,3,3,5
1,0,2,11,0,169,2,0,0,5,22,22,0,6,3,3,5
3,2,1,3,0,249,2,2,0,4,20,57,0,11,3,3,5
3,2,1,6,1,265,1,2,3,4,20,36,0,21,3,3,5
4,4,1,6,1,412,1,0,0,3,22,82,0,20,3,3,5
2,1,1,6,0,167,3,0,0,0,20,37,0,5,3,3,5
